"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.HighLevel","Answer.LowLevel1","Answer.LowLevel2","Answer.LowLevel3","Answer.LowLevel4","Approve","Reject"
"3J6BHNX0U9F82YPSC58SA647KDBKNQ","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:22 PDT 2018","","","3OHYZ19UGDSNUQECRV0IK0X1I4SAOX","A22Y27CKGBT89O","Rejected","Wed Jul 11 15:04:35 PDT 2018","Wed Jul 11 15:05:53 PDT 2018","Sat Jul 14 15:05:53 PDT 2018","","Fri Jul 13 09:24:22 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","78","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.l-screens/screenshot_3.png","This screen displays context for how to use a list app.","Text in the top half briefly explains ways to use the app.","Images of various input devices are located in the center of the screen.","A skip button is located in the lower left corner.","A Next button is located in the lower right corner.","x",""
"3WA2XVDZEM4X9DRQH2B8A05G5QR6EJ","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:31 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 13:57:08 PDT 2018","","","3HPZF4IVNNGNHJFCHW57SMLRWEUCYO","A1MFR8AR96VI0J","Rejected","Wed Jul 11 01:10:23 PDT 2018","Wed Jul 11 01:15:40 PDT 2018","Sat Jul 14 01:15:40 PDT 2018","","Thu Jul 12 13:57:08 PDT 2018","Most of the low level descriptions do not describe functionality.","317","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.brainpop.brainpopjuniorandroid-screens/screenshot_2.png","This looks like a children's educational resource app.","At the very top of the screen are four square boxes which the user can select from, including search, back and more features.","Underneath the top four selection boxes is the title 'subjects'.","Directly underneath the subjects title are rows of subjects which the user can choose from. Each one is in the form of a large button.","Each subject button is made up of a title, on the right, and a related picture on the left.","",""
"3OYHVNTV5TLQKJP4DK85PV4CANGKO5","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:26 PDT 2018","","","3RJSC4XJ11H5L3ACUE7QMOLYTX650E","A1MFR8AR96VI0J","Rejected","Thu Jul 12 03:18:17 PDT 2018","Thu Jul 12 03:24:46 PDT 2018","Sun Jul 15 03:24:46 PDT 2018","","Fri Jul 13 09:24:25 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","389","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/paperz.makeup.fr.blueyes.app-screens/screenshot_5.png","This is a eye make up application app.","In the top right hand corner is a further options button or icon.","In the top left hand corner is a back or previous button.","In the top left hand corner next to the back button is an illuminati eye symbol.","The main body of the screen is taken up with three columns and five rows of images of eyes with make-up applied to them.","",""
"3EFNPKWBMSBZL4PEQTEVI8RS1YF03L","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:29:56 PDT 2018","","","3HOSI13XH0BUO0QZLWD4Z7T8ZLSDDZ","A2ZZB9FPELD4J4","Rejected","Tue Jul 10 07:13:12 PDT 2018","Tue Jul 10 07:17:25 PDT 2018","Fri Jul 13 07:17:25 PDT 2018","","Thu Jul 12 20:29:56 PDT 2018","Most of the low level descriptions don't contain functionality descriptions","253","33% (13/39)","33% (13/39)","33% (13/39)","http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.bihu.recovery-screens/screenshot_4.png","This page shows a app called kik trying to recover lost data","Top left is we're the apps are open","Top left it shows the title of the app.","Near the top central shows how many chats are open","Central there is a red circle with a X stating the app is not installed","",""
"3Y40HMYLL15RHO888PZ3EV43OIJUXH","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:57:50 PDT 2018","","","3HMIGG0U4MTL5GPZ0KP2Q0P86ELY8Y","A31A4YKVSOYRVS","Rejected","Mon Jul 09 23:51:18 PDT 2018","Mon Jul 09 23:52:40 PDT 2018","Thu Jul 12 23:52:40 PDT 2018","","Thu Jul 12 10:57:50 PDT 2018","High Level caption does not describe the screen's functionality.","82","75% (6/8)","75% (6/8)","75% (6/8)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_1.png","This screen shows the user various menu options for an app.","In the top right corner of the screen there is a button that opens up a menu.","In the top right corner of the screen there is a drop down menu with five options for users to navigate the app.","","","",""
"3HYV4299H0JKDRAEAH86UE17BLHE8D","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:37 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:29:59 PDT 2018","","","34QN5IT0T0EO8LTESCETY8VOU5E08F","A4TH0P4UFF7I7","Rejected","Tue Jul 10 09:26:30 PDT 2018","Tue Jul 10 09:27:50 PDT 2018","Fri Jul 13 09:27:50 PDT 2018","","Thu Jul 12 20:29:59 PDT 2018","Most of the low level descriptions don't contain spatial references","80","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/mobile.eaudiologia-screens/screenshot_6.png","This is a splash screen in which you can select the type of audio output that you will be using.","At the top under the status bar there is a line of text describing the functionality of the page","There is an option to click the bundled headphones.","There is an option to click the other headphones","There is an option to click a demo.","",""
"3H6W48L9F4CZ0JVMHY4N263X7ZLPWN","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:57:49 PDT 2018","","","3PWWM24LHTLV4VWS7ZI7HWO3RZE289","A38ENY014WTJHC","Rejected","Mon Jul 09 22:50:28 PDT 2018","Mon Jul 09 23:04:53 PDT 2018","Thu Jul 12 23:04:53 PDT 2018","","Thu Jul 12 10:57:48 PDT 2018","Do not describe the top or bottom bars in your low level descriptions.","865","0% (0/2)","0% (0/2)","0% (0/2)","http://173.255.245.197:8080/GEMMA-CP/Clarity/br.com.ctncardoso.ctncar-screens/screenshot_6.png","network is connected through WiFi.","drivvop is loading with google login","at top right corner,the time is 2:30","at the right cornerat top, the battery is full and its charging","in left corner at bottom,back arrow is presented,it is used to go back previous page.","",""
"3VO4XFFP1595AGV093B0AVUQJ4YQ7D","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:57:45 PDT 2018","","","3A0EX8ZRN9B47EN63W9CH2F9EJ9YBY","A18R117CBYN9GN","Rejected","Mon Jul 09 20:11:16 PDT 2018","Mon Jul 09 20:14:28 PDT 2018","Thu Jul 12 20:14:28 PDT 2018","","Thu Jul 12 10:57:45 PDT 2018","Low level 2 is wrong, low level 1 has no spatial reference, grammar is inconisistent, and functionality isn't described in low level 3, 4.","192","0% (0/6)","0% (0/6)","0% (0/6)","http://173.255.245.197:8080/GEMMA-CP/Clarity/putitout.kidlr-screens/screenshot_5.png","Screen is open to Facebook login App.","Application opens a separate window to login.","Upper right tab in window allows you to close login window.","The Help tab option is below the opened window.","Facebook Application is available in other languages from this window.","",""
"38XPGNCKHTN0W19YT473D69O9UO4V2","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","3","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:24 PDT 2018","","","3HL8HNGX46OFJURE0M3S1BD3K7T9FD","A1PNBUQ202QH0T","Rejected","Mon Jul 09 14:13:10 PDT 2018","Mon Jul 09 14:15:01 PDT 2018","Thu Jul 12 14:15:01 PDT 2018","","Mon Jul 09 15:33:23 PDT 2018","One word answers and intentionally spamming","111","0% (0/30)","0% (0/30)","0% (0/30)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.internetdesignzone.quotes-screens/screenshot_1.png","great","ok","not bad","nice","poor","",""
"38XPGNCKHTN0W19YT473D69O9UO4V2","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","3","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:24 PDT 2018","","","3QY7M81QH89MLXVZM0W53SE2XSUK7G","A1USYYS8TPQ31A","Rejected","Wed Jul 11 18:00:05 PDT 2018","Wed Jul 11 18:03:01 PDT 2018","Sat Jul 14 18:03:01 PDT 2018","","Fri Jul 13 09:24:23 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","176","50% (29/58)","50% (29/58)","50% (29/58)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.internetdesignzone.quotes-screens/screenshot_1.png","The screen shows a scrolling selection of quotes with options to save, share, and favorite.","To the top left of the screen is a back button.","To the top right of the screen is a favorite button.","In the center of the screen is a scrolling vertical selection of images featuring embedded quotations.","To the top right of each photo are three buttons: Save, Share, and Favorite.","",""
"35O6H0UNLS391PD4QKCUFA48E3CJ51","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:38 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:16 PDT 2018","","","3BDCF01OGYHGKN9IU9Y6V5BEQPHYL3","A22Y27CKGBT89O","Rejected","Wed Jul 11 09:24:02 PDT 2018","Wed Jul 11 09:27:34 PDT 2018","Sat Jul 14 09:27:34 PDT 2018","","Fri Jul 13 09:24:16 PDT 2018","High Level caption does not describe the screen's functionality (see the examples in the instructions).","212","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.homedesign.ideas-screens/screenshot_2.png","This window displays various home design options.","The top left displays the title of the page.","The screen is split into a vertical list of wide preview buttons featuring images and titles of designs.","Each button can be clicked to expand content.","","x",""
"3TC2K6WK9GPSIBYYHXD5SDSIEIR28Z","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:13 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:21 PDT 2018","","","3AMYWKA6YC9M7O291IJ64VVFMLU6OV","A22Y27CKGBT89O","Rejected","Wed Jul 11 13:57:00 PDT 2018","Wed Jul 11 13:58:30 PDT 2018","Sat Jul 14 13:58:30 PDT 2018","","Fri Jul 13 09:24:20 PDT 2018","None of the low level descriptions describe functionality (see the examples in the instructions).","90","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.andromo.dev498527.app570067-screens/screenshot_1.png","This page displays relevant content in webpage format.","A back button is displayed in the top left corner.","A reload and menu button are located in the top right corner.","The title of the page is displayed at the top center of the screen.","Under the header bar, the entirety of the frame will display relevant content.","x",""
"3ZURAPD288AU85QP67JXXMZZ9GQ1FY","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:38 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:17 PDT 2018","","","34Z02EIMIT0765L2VAPOP4RB8PQT02","A22Y27CKGBT89O","Rejected","Wed Jul 11 09:45:08 PDT 2018","Wed Jul 11 09:46:57 PDT 2018","Sat Jul 14 09:46:57 PDT 2018","","Fri Jul 13 09:24:16 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","109","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/caricam.caricature.photo-screens/screenshot_1.png","This screen displays a notification window describing how to use the camera function.","A popup window is displayed in the center of the screen.","The popup displays a vertical phone and describes how to properly orient the device.","An OK button is located in the bottom center of the popup.","Behind the active popup window is the grayed out app.","x",""
"3DA79LNS59I01DM5OV252JTXY9BT3P","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:29:57 PDT 2018","","","3QY7M81QH89MLXVZM0W53SE2XJN7KE","A2ZZB9FPELD4J4","Rejected","Tue Jul 10 07:17:45 PDT 2018","Tue Jul 10 07:19:19 PDT 2018","Fri Jul 13 07:19:19 PDT 2018","","Thu Jul 12 20:29:56 PDT 2018","Most of the low level descriptions don't contain functionality descriptions","94","33% (13/39)","33% (13/39)","33% (13/39)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.u360mobile.wing169f-screens/screenshot_4.png","Weather app","Top of the page states what it is","Top left shows different contents like sunrise and sunset.","A 7 day forecast takes up most of the screen","At the bottom there are buttons for different selections","",""
"30Y6N4AHYPJL3QBADV3MFDER114DRV","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:31 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:30:05 PDT 2018","","","3R0T90IZ1TZNVSUCNQJ1LMENRE4GCM","A4TH0P4UFF7I7","Rejected","Tue Jul 10 10:54:29 PDT 2018","Tue Jul 10 10:56:07 PDT 2018","Fri Jul 13 10:56:07 PDT 2018","","Thu Jul 12 20:30:04 PDT 2018","Most of the low level descriptions don't contain spatial references","98","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.doctor.ui-screens/screenshot_1.png","This is a splash screen for an app that is requesting login details","There is a field for you to enter a username","There is a field for you to enter your password","There is an option to allow the app to remember the credentials of the app","There is a button to login to the app once your credentials are put in","",""
