"Filename","High","Low1","Low2","Low3","Low4","Split"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.royalapp.loveframes-screens/screenshot_1.png","this screen represents the google play store searching page","in the top there is a text field to search the application","in the top right corner there is speaker symbol used for search via voice","in the top left hand corner there is a button that the user can click to take them to the previous screen","in the center of the screen there is a scrolling list of applications in four columns","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/power.star.bubble-screens/screenshot_1.png","screen to start a game called bubble star power","top half of screen is game logo","center of screen is a triangle pointing right start game","bottom right is a button labeled rate us","back ground picture no other items","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/brychta.stepan.quantum_en-screens/screenshot_1.png","screen shows summary page","in top left corner back option is placed for go to previous","in top right corner there is a next option where user can go to next page","in center of the screen there is a content where user can read","in bottom right corner there is a bookmark option where user can add this page to bookmark","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/brychta.stepan.quantum_en-screens/screenshot_1.png","screen shows superposition page","in top left corner back option is placed for go to previous","in top right corner there is a next option where user can go to next","in center of the screen there is image for background page","in bottom right corner there is a bookmark option where user can add the pages to book mark","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lmsoft.babysleeper-screens/screenshot_3.png","a screen for users to pick a white noise or back ground noise","top center is a button for the type of noise","center of the screen is a scrolling list of nosies","bottom right is a volume button","bottom right below volume is a play button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.plus.music.playrv1-screens/screenshot_2.png","screen show trending screen in","in top of the screen back option is placed for go previous","in top of the screen search option is placed","bottom of the screen shuffle all option is given for shuffle the song","bottom of the screen list of video are given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.plus.music.playrv1-screens/screenshot_2.png","trending page of the app is shown in the screen with audio files being played","at the bottom the controls of audio player shown with a filed being played","above the control bar list of audio files is shown","a popup menu is shown in the center right of the screen","the top right of the page has search button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.discoverfinancial.mobile-screens/screenshot_2.png","screen showing the message discover has stopped","the center of the page has warning message window unfortunately discover has stopped","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.discoverfinancial.mobile-screens/screenshot_2.png","this screen is a search page of some application","a blank page is displayed","in the middle of the screen a popup is displayed","the pop is displayed with a label called as unfortunately discover has stopped","the popup is displayed with an ok link button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/forderror.forddtc.elm327.fordtroublecode.oht.fordscan.fordsysscan-screens/screenshot_3.png","screen show home page ford sys","in top of the screen question option is given for user needs","in center of the screen list of location are given","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.adhoclabs.burner-screens/screenshot_2.png","screen shows select country alert message","in alert message search bar is given for searching","back of the alert message country field is given","back of the alert message phone number field is given","back of the alert message signup field is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobincube.android.sc_3AD624-screens/screenshot_1.png","this screen is a display of some make up application","at the top center there is a link button which is the menu link button","the link button can be clicked to view the other options","at the top right corner an arrow link button is displayed which can be clicked to go to the next page","below the link button eye make up pictures are displayed","N/A"
